(12, 7.11144)
(13, 6.81301)
(14, 6.98243)
(15, 6.80454)
(16, 7.10255)
(17, 7.08042)
(18, 6.62789)
(19, 6.82077)
(20, 6.51742)
(21, 6.87372)
(22, 6.29263)
(1, 5.41497)
(2, 17.882)
(3, 29.8667)
(4, 32.907)
(5, 44.9715)
(6, 50.6214)
(7, 13.5316)
(8, 6.83461)
(9, 7.15187)
(10, 7.08235)
(11, 6.71154)
(12, 6.93868)
(13, 6.96596)
(14, 6.68745)
(15, 6.87503)
(16, 6.62833)
(17, 6.67249)
(18, 6.47061)
(19, 7.06792)
(20, 6.85623)
(21, 7.11036)
(22, 6.58146)
(23, 6.74399)
(1, 6.74244)
(2, 18.1974)
(3, 30.2416)
(4, 33.8564)
(5, 38.6436)
(6, 57.0352)
(7, 19.3801)
(8, 6.93251)
(9, 6.96493)
(10, 6.39092)
(11, 7.29991)
(12, 6.40818)
(13, 6.76337)
(14, 6.93219)
(15, 6.95804)
(16, 7.03676)
(17, 6.76626)
(18, 6.74666)
(19, 6.69528)
(20, 7.01071)
(21, 6.65653)
(22, 6.95355)
(23, 6.65428)
(24, 6.8857)
(1, 5.90474)
(2, 17.1304)
(3, 30.4745)
(4, 34.6936)
(5, 37.7735)
(6, 52.6558)
(7, 31.2833)
(8, 6.81871)
(9, 6.4648)
(10, 6.41973)
(11, 7.06927)
(12, 6.94373)
(13, 6.74847)
(14, 7.17845)
(15, 6.74923)
(16, 7.13138)
(17, 6.84696)
(18, 6.64488)
(19, 6.68065)
(20, 7.12247)
(21, 6.68567)
(22, 7.3602)
(23, 6.83228)
(24, 6.8116)
(25, 6.69341)
(1, 6.51235)
(2, 23.9938)
(3, 24.2672)
(4, 34.2465)
(5, 36.4075)
(6, 53.246)
(7, 36.6415)
(8, 4.69378)
(9, 4.94607)
(10, 5.20911)
(11, 4.97706)
(12, 5.03952)
(13, 4.79804)
(14, 5.22447)
(15, 5.27267)
(16, 4.87933)
(17, 5.11966)
(18, 5.04288)
(19, 5.36871)
(20, 5.03051)
(21, 5.19446)
(22, 5.3774)
(23, 5.21027)
(24, 5.40957)
(25, 4.92729)
(26, 5.33343)
(1, 5.84321)
(2, 11.9229)
(3, 32.2578)
(4, 35.9268)
(5, 38.0229)
(6, 51.9649)
(7, 44.1747)
(8, 6.7963)
(9, 7.1648)
(10, 6.8804)
(11, 6.57948)
(12, 6.83705)
(13, 6.77625)
(14, 6.63709)
(15, 6.61228)
(16, 7.00605)
(17, 6.66568)
(18, 7.11737)
(19, 6.67517)
(20, 6.48041)
(21, 6.81277)
(22, 6.74855)
(23, 7.30561)
(24, 6.67591)
(25, 6.99481)
(26, 6.75133)
(27, 6.75639)
(1, 5.43712)
(2, 18.338)
(3, 30.8372)
(4, 34.7978)
(5, 36.8607)
(6, 49.6282)
(7, 50.3399)
(8, 7.14486)
(9, 6.89067)
(10, 6.73615)
(11, 6.50026)
(12, 6.91338)
(13, 6.61092)
(14, 7.24718)
(15, 6.65663)
(16, 6.89818)
(17, 6.80335)
(18, 6.82916)
(19, 6.91601)
(20, 6.87865)
(21, 7.01883)
(22, 6.63122)
(23, 7.21914)
(24, 7.00545)
(25, 6.89678)
(26, 6.96891)
(27, 7.01367)
(28, 6.73585)
(1, 5.67331)
(2, 17.6388)
(3, 30.3955)
(4, 33.2321)
(5, 37.4607)
(6, 51.2332)
(7, 48.1926)
(8, 6.48162)
(9, 6.55055)
(10, 6.76697)
(11, 6.94255)
(12, 6.5033)
(13, 6.40254)
(14, 7.16127)
(15, 7.15447)
(16, 7.06053)
(17, 6.6788)
(18, 7.21358)
(19, 6.94951)
(20, 6.69484)
(21, 6.93579)
(22, 6.8854)
(23, 6.86707)
(24, 6.68284)
(25, 7.13459)
(26, 7.04173)
(27, 7.06026)
(28, 7.01574)
(29, 6.84501)
(1, 5.63722)
(2, 17.7332)
(3, 30.3737)
(4, 34.9264)
(5, 36.0431)
(6, 51.8761)
(7, 49.7615)
(8, 13.5591)
(9, 6.93924)
(10, 6.87916)
(11, 6.79874)
(12, 7.11648)
(13, 6.87425)
(14, 6.41238)
(15, 6.57209)
(16, 7.14549)
(17, 6.48243)
(18, 6.64982)
(19, 6.90594)
(20, 6.85879)
(21, 6.75699)
(22, 6.80572)
(23, 7.00962)
(24, 6.65973)
(25, 6.88012)
(26, 7.04814)
(27, 6.65209)
(28, 6.72025)
(29, 6.77749)
(30, 6.85049)
(1, 5.42565)
(2, 13.5269)
(3, 32.5401)
(4, 35.9148)
(5, 36.8116)
(6, 51.1635)
(7, 48.4682)
(8, 18.8902)
(9, 7.18732)
(10, 7.28766)
(11, 6.78293)
(12, 6.77934)
(13, 6.84683)
(14, 6.86373)
(15, 7.11561)
(16, 6.88963)
(17, 7.1003)
(18, 6.38894)
(19, 6.85364)
(20, 7.06341)
(21, 6.93008)
(22, 6.71097)
(23, 6.50169)
(24, 6.62582)
(25, 6.87471)
(26, 7.02181)
(27, 6.53255)
(28, 6.95911)
(29, 6.88231)
(30, 6.72606)
(31, 7.18943)
(1, 6.06251)
(2, 11.7923)
(3, 29.5748)
(4, 30.9954)
(5, 44.3241)
(6, 52.1803)
(7, 48.3022)
(8, 24.406)
(9, 6.6555)
(10, 7.21701)
(11, 6.94226)
(12, 6.6763)
(13, 6.99747)
(14, 6.58273)
(15, 6.83815)
(16, 6.95854)
(17, 6.74499)
(18, 6.88951)
(19, 7.09904)
(20, 6.40517)
(21, 7.15783)
(22, 7.13259)
(23, 6.95408)
(24, 6.95383)
(25, 6.59486)
(26, 6.87995)
(27, 6.58233)
(28, 6.56198)
(29, 6.82112)
(30, 6.57848)
(31, 6.95226)
(32, 6.51141)
(1, 5.47786)
(2, 11.9837)
(3, 29.2556)
(4, 30.4475)
(5, 40.4804)
(6, 41.7575)
(7, 64.1264)
(8, 30.5146)
(9, 6.66725)
(10, 7.27263)
(11, 7.03699)
(12, 6.75837)
(13, 6.42423)
(14, 6.79424)
(15, 6.89285)
(16, 6.8935)
(17, 7.00725)
(18, 7.06956)
(19, 6.89729)
(20, 6.91932)
(21, 6.89316)
(22, 6.82653)
(23, 7.01225)
(24, 6.90297)
(25, 7.13635)
(26, 6.57516)
(27, 7.42492)
(28, 7.04464)
(29, 7.19181)
(30, 6.83234)
(31, 6.7835)
(32, 6.97946)
(33, 6.90404)
(1, 6.03824)
(2, 12.3759)
(3, 22.0269)
(4, 36.1822)
(5, 40.0239)
(6, 50.5254)
(7, 56.3854)
(8, 35.7169)
(9, 7.17703)
(10, 6.81913)
(11, 6.39828)
(12, 6.96339)
(13, 7.25162)
(14, 7.21)
(15, 6.94088)
(16, 6.79097)
(17, 6.67994)
(18, 6.95995)
(19, 6.97717)
(20, 6.76072)
(21, 6.77402)
(22, 6.76432)
(23, 6.98022)
(24, 7.12179)
(25, 7.13617)
(26, 6.61376)
(27, 6.94358)
(28, 6.72666)
(29, 6.7333)
(30, 7.04857)
(31, 6.65467)
(32, 6.70789)
(33, 6.70743)
(34, 6.73927)
(1, 5.40905)
(2, 12.4749)
(3, 30.3523)
(4, 38.7213)
(5, 36.8342)
(6, 43.7615)
(7, 49.8465)
(8, 46.9622)
(9, 5.22393)
(10, 5.07737)
(11, 5.13879)
(12, 5.21981)
(13, 5.13844)
(14, 5.51263)
(15, 4.75159)
(16, 4.91377)
(17, 5.12058)
(18, 5.25154)
(19, 5.03002)
(20, 4.81904)
(21, 4.91639)
(22, 4.88503)
(23, 5.13908)
(24, 5.01334)
(25, 5.18193)
(26, 4.96147)
(27, 5.12833)
(28, 5.10367)
(29, 5.13658)
(30, 5.03767)
(31, 5.01976)
(32, 4.96162)
(33, 4.87608)
(34, 5.17081)
(35, 5.13727)
(1, 5.85975)
(2, 11.6843)
(3, 21.3941)
(4, 36.5579)
(5, 38.7579)
(6, 43.4549)
(7, 58.3372)
(8, 51.0099)
(9, 4.20405)
(10, 4.32125)
(11, 4.72846)
(12, 4.57367)
(13, 4.52791)
(14, 4.41932)
(15, 4.21612)
(16, 4.4137)
(17, 4.72473)
(18, 4.33644)
(19, 4.43708)
(20, 4.30369)
(21, 4.54795)
(22, 4.38246)
(23, 4.52072)
(24, 4.80538)
(25, 4.4397)
(26, 4.78432)
(27, 4.05264)
(28, 4.52498)
(29, 4.69954)
(30, 4.08439)
(31, 4.35462)
(32, 4.52726)
(33, 4.73579)
(34, 4.22515)
(35, 4.47722)
(36, 4.43796)
(1, 5.63971)
(2, 10.8467)
(3, 23.8535)
(4, 35.2711)
(5, 39.9319)
(6, 42.7371)
(7, 55.4701)
(8, 55.1602)
(9, 6.71811)
(10, 6.84076)
(11, 6.66043)
(12, 7.13527)
(13, 6.64008)
(14, 6.7029)
(15, 6.90668)
(16, 7.05342)
(17, 6.60167)
(18, 6.68553)
(19, 6.84006)
(20, 6.94404)
(21, 6.92259)
(22, 6.71053)
(23, 7.18741)
(24, 6.66115)
(25, 6.75308)
(26, 6.65219)
(27, 6.95941)
(28, 6.97684)
(29, 7.22194)
(30, 6.71197)
(31, 6.82838)
(32, 6.94077)
(33, 6.70206)
(34, 6.98356)
(35, 7.06496)
(36, 7.12432)
(37, 6.55163)
(1, 5.75795)
(2, 10.5991)
(3, 24.485)
(4, 35.9194)
(5, 40.4956)
(6, 41.6038)
(7, 58.3438)
(8, 54.2552)
(9, 11.5136)
(10, 4.73568)
(11, 4.93496)
(12, 4.94125)
(13, 5.10032)
(14, 4.96805)
(15, 5.09101)
(16, 5.16742)
(17, 5.10509)
(18, 5.12911)
(19, 5.07567)
(20, 5.36983)
(21, 5.23702)
(22, 5.48071)
(23, 5.11356)
(24, 5.11632)
(25, 4.93655)
(26, 5.09228)
(27, 5.09069)
(28, 5.04018)
(29, 5.48176)
(30, 5.2823)
(31, 5.19076)
(32, 4.93611)
(33, 5.29234)
(34, 5.44479)
(35, 4.84232)
(36, 5.11819)
(37, 5.0524)
(38, 5.08314)
(1, 5.78584)
(2, 12.1644)
(3, 21.9201)
(4, 37.6377)
(5, 40.8828)
(6, 43.6149)
(7, 54.9607)
(8, 53.9025)
(9, 16.1857)
(10, 4.8453)
(11, 4.88065)
(12, 5.36078)
(13, 5.01775)
(14, 5.01959)
(15, 5.44075)
(16, 5.2247)
(17, 5.42022)
(18, 5.29749)
(19, 5.17614)
(20, 4.82633)
(21, 5.15508)
(22, 5.16071)
(23, 5.1811)
(24, 5.32969)
(25, 5.03473)
(26, 5.11616)
(27, 4.89928)
(28, 5.32658)
(29, 5.29754)
(30, 5.19715)
(31, 5.61893)
(32, 5.25998)
(33, 5.07979)
(34, 4.80269)
(35, 5.02749)
(36, 5.39628)
(37, 5.10999)
(38, 5.20256)
(39, 5.15509)
(1, 5.72046)
(2, 12.0723)
(3, 29.6242)
(4, 30.2357)
(5, 37.9657)
(6, 41.6119)
(7, 54.5132)
(8, 53.0757)
(9, 23.1719)
(10, 5.03463)
(11, 5.40987)
(12, 4.92029)
(13, 5.30001)
(14, 5.25319)
(15, 5.62055)
(16, 5.52067)
(17, 4.84661)
(18, 5.30696)
(19, 5.21187)
(20, 5.17749)
(21, 5.18402)
(22, 4.97526)
(23, 5.20105)
(24, 5.46885)
(25, 5.18898)
(26, 4.92258)
(27, 5.50374)
(28, 4.72818)
(29, 5.4819)
(30, 5.35063)
(31, 5.24743)
(32, 4.98525)
(33, 5.21144)
(34, 5.19915)
(35, 4.99443)
(36, 5.39821)
(37, 5.07386)
(38, 5.30435)
(39, 5.39893)
(40, 5.13774)
(1, 5.6721)
(2, 12.3544)
(3, 22.6184)
(4, 36.417)
(5, 38.1066)
(6, 42.4137)
(7, 54.3184)
(8, 53.7811)
(9, 28.0482)
(10, 4.83227)
(11, 5.11582)
(12, 5.30347)
(13, 5.3068)
(14, 5.16062)
(15, 5.28646)
(16, 5.31684)
(17, 4.92619)
(18, 5.13476)
(19, 5.48233)
(20, 4.76526)
(21, 4.94504)
(22, 4.8699)
(23, 4.71265)
(24, 5.01367)
(25, 5.27568)
(26, 5.11404)
(27, 5.22138)
(28, 5.04515)
(29, 5.47362)
(30, 5.10604)
(31, 5.33732)
(32, 4.88828)
(33, 5.12572)
(34, 5.41512)
(35, 5.10379)
(36, 5.10068)
(37, 5.0603)
(38, 5.05357)
(39, 5.15487)
(40, 5.38518)
(41, 5.05181)
(1, 5.60865)
(2, 10.7199)
(3, 18.0618)
(4, 38.1055)
(5, 41.8164)
(6, 42.4757)
(7, 55.9222)
(8, 51.1117)
(9, 35.3944)
(10, 4.95357)
(11, 4.82402)
(12, 5.16042)
(13, 5.20907)
(14, 5.21562)
(15, 5.09822)
(16, 5.22845)
(17, 5.34905)
(18, 5.00678)
(19, 5.28503)
(20, 5.14653)
(21, 4.56719)
(22, 5.14595)
(23, 4.93776)
(24, 5.22412)
(25, 4.90257)
(26, 4.9677)
(27, 4.6621)
(28, 5.0199)
(29, 5.19933)
(30, 5.51551)
(31, 5.14559)
(32, 5.14026)
(33, 5.10587)
(34, 5.00176)
(35, 5.05185)
(36, 5.08353)
(37, 4.98775)
(38, 5.14631)
(39, 5.2843)
(40, 4.89946)
(41, 5.42523)
(42, 5.0878)
(1, 5.69421)
(2, 10.6118)
(3, 18.3897)
(4, 39.5459)
(5, 38.8132)
(6, 41.5914)
(7, 37.0227)
(8, 70.0012)
(9, 40.7001)
(10, 5.49672)
(11, 5.24238)
(12, 5.16543)
(13, 4.83047)
(14, 5.11154)
(15, 5.19895)
(16, 5.29559)
(17, 5.33824)
(18, 5.29385)
(19, 5.02163)
(20, 5.41004)
(21, 5.17541)
(22, 5.06968)
(23, 5.06516)
(24, 5.04783)
(25, 5.03633)
(26, 4.8499)
(27, 5.20605)
(28, 5.00816)
(29, 5.05243)
(30, 5.03896)
(31, 5.23439)
(32, 5.38773)
(33, 5.19704)
(34, 5.02379)
(35, 5.21827)
(36, 5.20802)
(37, 5.35243)
(38, 4.87327)
(39, 5.232)
(40, 5.27869)
(41, 5.03605)
(42, 5.51312)
(43, 4.92767)
(1, 5.76989)
(2, 10.3378)
(3, 18.2295)
(4, 38.2363)
(5, 40.3543)
(6, 41.6067)
(7, 48.688)
(8, 62.1032)
(9, 44.7653)
(10, 5.00803)
(11, 5.0757)
(12, 5.19443)
(13, 4.96387)
(14, 5.18493)
(15, 5.24873)
(16, 4.91136)
(17, 4.65632)
(18, 5.02678)
(19, 4.90747)
(20, 5.04358)
(21, 4.94313)
(22, 5.07779)
(23, 5.08858)
(24, 5.01754)
(25, 4.84661)
(26, 5.02036)
(27, 5.46278)
(28, 5.39072)
(29, 5.53576)
(30, 5.19736)
(31, 5.05693)
(32, 5.26774)
(33, 4.9581)
(34, 5.36673)
(35, 5.42129)
(36, 5.24323)
(37, 5.42957)
(38, 5.309)
(39, 5.40033)
(40, 5.0138)
(41, 4.89484)
(42, 5.21448)
(43, 5.06447)
(44, 5.0597)
(1, 5.63153)
(2, 10.2766)
(3, 18.0679)
(4, 37.3149)
(5, 39.7196)
(6, 37.4472)
(7, 47.0585)
(8, 62.3054)
(9, 56.0325)
(10, 5.25733)
(11, 5.3447)
(12, 4.92213)
(13, 5.251)
(14, 5.1206)
(15, 5.516)
(16, 5.23559)
(17, 5.35829)
(18, 5.04443)
(19, 5.17978)
(20, 5.26868)
(21, 4.84211)
(22, 5.1181)
(23, 5.05585)
(24, 5.17708)
(25, 5.21051)
(26, 5.39177)
(27, 5.14844)
(28, 5.12962)
(29, 5.30016)
(30, 5.18101)
(31, 5.19369)
(32, 5.12111)
(33, 5.30821)
(34, 5.24859)
(35, 5.41979)
(36, 5.45081)
(37, 5.19274)
(38, 5.05453)
(39, 5.23578)
(40, 5.178)
(41, 5.06723)
(42, 5.1888)
(43, 4.98403)
(44, 5.01654)
(45, 4.86613)
(1, 5.52933)
(2, 10.2315)
(3, 24.371)
(4, 32.7811)
(5, 41.1874)
(6, 42.6353)
(7, 40.6565)
(8, 61.332)
(9, 56.2684)
(10, 5.22421)
(11, 5.29038)
(12, 5.35977)
(13, 5.35394)
(14, 5.09002)
(15, 5.17836)
(16, 4.8311)
(17, 5.41648)
(18, 5.15405)
(19, 5.09572)
(20, 5.33906)
(21, 4.93369)
(22, 5.10383)
(23, 5.33239)
(24, 5.07618)
(25, 5.35501)
(26, 4.72185)
(27, 5.16252)
(28, 5.22114)
(29, 4.96957)
(30, 5.24884)
(31, 5.47977)
(32, 5.09253)
(33, 5.12508)
(34, 5.13869)
(35, 5.49493)
(36, 5.21554)
(37, 5.3813)
(38, 5.12187)
(39, 4.70574)
(40, 5.18817)
(41, 5.49253)
(42, 5.42997)
(43, 5.53043)
(44, 5.59568)
(45, 5.2435)
(46, 5.12569)
(1, 5.75396)
(2, 12.6321)
(3, 22.7009)
(4, 33.068)
(5, 33.1972)
(6, 50.4208)
(7, 40.7328)
(8, 59.8875)
(9, 58.1531)
(10, 12.3612)
(11, 4.97058)
(12, 5.21241)
(13, 5.25631)
(14, 5.04083)
(15, 4.83926)
(16, 5.16612)
(17, 5.08937)
(18, 5.11362)
(19, 5.50433)
(20, 5.50099)
(21, 5.01122)
(22, 5.24609)
(23, 4.92889)
(24, 5.18641)
(25, 4.87578)
(26, 4.96612)
(27, 5.37238)
(28, 4.89828)
(29, 5.39131)
(30, 5.10702)
(31, 5.01838)
(32, 4.87744)
(33, 5.11282)
(34, 4.92014)
(35, 5.09361)
(36, 5.03758)
(37, 5.18411)
(38, 5.20461)
(39, 5.19389)
(40, 5.26158)
(41, 5.21237)
(42, 5.42352)
(43, 4.83601)
(44, 5.23257)
(45, 5.0795)
(46, 5.02617)
(47, 4.63193)
(1, 13.1015)
(2, 28.3036)
(3, 40.8727)
(4, 52.6224)
(5, 63.1645)
(6, 68.2817)
(7, 77.7081)
(8, 89.1518)
(9, 94.3332)
(10, 98.4722)
(11, 105.263)
(12, 109.936)
(13, 118.865)
(14, 124.306)
(15, 126.366)
(16, 134.399)
(17, 137.409)
(18, 142.791)
(19, 148.414)
(20, 156.607)
(21, 159.821)
(22, 165.867)
(23, 166.228)
(24, 168.821)
(25, 6.85704)
(26, 6.66399)
(27, 6.8333)
(28, 6.83305)
(29, 6.78757)
(30, 7.16175)
(31, 6.56418)
(32, 6.95511)
(33, 6.97267)
(34, 6.89531)
(35, 6.79122)
(36, 6.95776)
(37, 6.7415)
(38, 6.8356)
(39, 6.98544)
(40, 6.77657)
(41, 7.35887)
(42, 6.66646)
(43, 7.07901)
(44, 7.20686)
(45, 6.71841)
(46, 6.72461)
(47, 6.98038)
