K,R,RANDOMS,l,B,disjoint,worse,n_pred,approximation
40,10,0,10.0,5.0,1,1,10,0.758426966
50,12,0,10.0,5.0,1,0,0,0.762522523
50,12,0,10.0,5.0,1,0,1,0.762522523
50,12,0,10.0,5.0,1,0,2,1.0
50,12,0,10.0,5.0,1,0,3,1.0
50,12,0,10.0,5.0,1,0,4,1.0
50,12,0,10.0,5.0,1,0,5,1.0
50,12,0,10.0,5.0,1,0,6,1.0
50,12,0,10.0,5.0,1,0,7,1.0
50,12,0,10.0,5.0,1,0,8,1.0
50,12,0,10.0,5.0,1,0,9,1.0
50,12,0,10.0,5.0,1,0,10,1.0
50,12,0,10.0,5.0,1,0,11,1.0
50,12,0,10.0,5.0,1,0,12,1.0
50,12,0,10.0,5.0,1,1,0,0.762522523
50,12,0,10.0,5.0,1,1,1,0.762522523
50,12,0,10.0,5.0,1,1,2,0.762522523
50,12,0,10.0,5.0,1,1,3,0.762522523
50,12,0,10.0,5.0,1,1,4,0.762522523
50,12,0,10.0,5.0,1,1,5,0.762522523
50,12,0,10.0,5.0,1,1,6,0.762522523
50,12,0,10.0,5.0,1,1,7,0.762522523
50,12,0,10.0,5.0,1,1,8,0.762522523
50,12,0,10.0,5.0,1,1,9,0.762522523
50,12,0,10.0,5.0,1,1,10,0.762522523
50,12,0,10.0,5.0,1,1,11,0.762522523
50,12,0,10.0,5.0,1,1,12,0.762522523
60,15,0,10.0,5.0,1,0,0,0.755597015
60,15,0,10.0,5.0,1,0,1,0.755597015
60,15,0,10.0,5.0,1,0,2,1.0
60,15,0,10.0,5.0,1,0,3,1.0
60,15,0,10.0,5.0,1,0,4,1.0
60,15,0,10.0,5.0,1,0,5,1.0
60,15,0,10.0,5.0,1,0,6,1.0
60,15,0,10.0,5.0,1,0,7,1.0
60,15,0,10.0,5.0,1,0,8,1.0
60,15,0,10.0,5.0,1,0,9,1.0
60,15,0,10.0,5.0,1,0,10,1.0
60,15,0,10.0,5.0,1,0,11,1.0
60,15,0,10.0,5.0,1,0,12,1.0
60,15,0,10.0,5.0,1,0,13,1.0
60,15,0,10.0,5.0,1,0,14,1.0
60,15,0,10.0,5.0,1,0,15,1.0
60,15,0,10.0,5.0,1,1,0,0.755597015
60,15,0,10.0,5.0,1,1,1,0.755597015
60,15,0,10.0,5.0,1,1,2,0.755597015
60,15,0,10.0,5.0,1,1,3,0.755597015
60,15,0,10.0,5.0,1,1,4,0.755597015
60,15,0,10.0,5.0,1,1,5,0.755597015
60,15,0,10.0,5.0,1,1,6,0.755597015
60,15,0,10.0,5.0,1,1,7,0.755597015
60,15,0,10.0,5.0,1,1,8,0.755597015
60,15,0,10.0,5.0,1,1,9,0.755597015
60,15,0,10.0,5.0,1,1,10,0.755597015
60,15,0,10.0,5.0,1,1,11,0.755597015
60,15,0,10.0,5.0,1,1,12,0.755597015
60,15,0,10.0,5.0,1,1,13,0.755597015
60,15,0,10.0,5.0,1,1,14,0.755597015
60,15,0,10.0,5.0,1,1,15,0.755597015
70,17,0,10.0,5.0,1,0,0,0.758882784
70,17,0,10.0,5.0,1,0,1,0.758882784
70,17,0,10.0,5.0,1,0,2,1.0
70,17,0,10.0,5.0,1,0,3,1.0
70,17,0,10.0,5.0,1,0,4,1.0
70,17,0,10.0,5.0,1,0,5,1.0
70,17,0,10.0,5.0,1,0,6,1.0
70,17,0,10.0,5.0,1,0,7,1.0
70,17,0,10.0,5.0,1,0,8,1.0
70,17,0,10.0,5.0,1,0,9,1.0
70,17,0,10.0,5.0,1,0,10,1.0
70,17,0,10.0,5.0,1,0,11,1.0
70,17,0,10.0,5.0,1,0,12,1.0
70,17,0,10.0,5.0,1,0,13,1.0
70,17,0,10.0,5.0,1,0,14,1.0
70,17,0,10.0,5.0,1,0,15,1.0
70,17,0,10.0,5.0,1,0,16,1.0
70,17,0,10.0,5.0,1,0,17,1.0
70,17,0,10.0,5.0,1,1,0,0.758882784
70,17,0,10.0,5.0,1,1,1,0.758882784
70,17,0,10.0,5.0,1,1,2,0.758882784
70,17,0,10.0,5.0,1,1,3,0.758882784
70,17,0,10.0,5.0,1,1,4,0.758882784
70,17,0,10.0,5.0,1,1,5,0.758882784
70,17,0,10.0,5.0,1,1,6,0.758882784
70,17,0,10.0,5.0,1,1,7,0.758882784
70,17,0,10.0,5.0,1,1,8,0.758882784
70,17,0,10.0,5.0,1,1,9,0.758882784
70,17,0,10.0,5.0,1,1,10,0.758882784
70,17,0,10.0,5.0,1,1,11,0.758882784
70,17,0,10.0,5.0,1,1,12,0.758882784
70,17,0,10.0,5.0,1,1,13,0.758882784
70,17,0,10.0,5.0,1,1,14,0.758882784
70,17,0,10.0,5.0,1,1,15,0.758882784
70,17,0,10.0,5.0,1,1,16,0.758882784
70,17,0,10.0,5.0,1,1,17,0.758882784
80,20,0,10.0,5.0,1,0,0,0.754189944
80,20,0,10.0,5.0,1,0,1,0.754189944
80,20,0,10.0,5.0,1,0,2,1.0
80,20,0,10.0,5.0,1,0,3,1.0
80,20,0,10.0,5.0,1,0,4,1.0
80,20,0,10.0,5.0,1,0,5,1.0
80,20,0,10.0,5.0,1,0,6,1.0
80,20,0,10.0,5.0,1,0,7,1.0
80,20,0,10.0,5.0,1,0,8,1.0
80,20,0,10.0,5.0,1,0,9,1.0
80,20,0,10.0,5.0,1,0,10,1.0
80,20,0,10.0,5.0,1,0,11,1.0
80,20,0,10.0,5.0,1,0,12,1.0
80,20,0,10.0,5.0,1,0,13,1.0
80,20,0,10.0,5.0,1,0,14,1.0
80,20,0,10.0,5.0,1,0,15,1.0
80,20,0,10.0,5.0,1,0,16,1.0
80,20,0,10.0,5.0,1,0,17,1.0
80,20,0,10.0,5.0,1,0,18,1.0
80,20,0,10.0,5.0,1,0,19,1.0
80,20,0,10.0,5.0,1,0,20,1.0
80,20,0,10.0,5.0,1,1,0,0.754189944
80,20,0,10.0,5.0,1,1,1,0.754189944
80,20,0,10.0,5.0,1,1,2,0.754189944
80,20,0,10.0,5.0,1,1,3,0.754189944
80,20,0,10.0,5.0,1,1,4,0.754189944
80,20,0,10.0,5.0,1,1,5,0.754189944
80,20,0,10.0,5.0,1,1,6,0.754189944
80,20,0,10.0,5.0,1,1,7,0.754189944
80,20,0,10.0,5.0,1,1,8,0.754189944
80,20,0,10.0,5.0,1,1,9,0.754189944
80,20,0,10.0,5.0,1,1,10,0.754189944
80,20,0,10.0,5.0,1,1,11,0.754189944
80,20,0,10.0,5.0,1,1,12,0.754189944
80,20,0,10.0,5.0,1,1,13,0.754189944
80,20,0,10.0,5.0,1,1,14,0.754189944
80,20,0,10.0,5.0,1,1,15,0.754189944
80,20,0,10.0,5.0,1,1,16,0.754189944
80,20,0,10.0,5.0,1,1,17,0.754189944
80,20,0,10.0,5.0,1,1,18,0.754189944
80,20,0,10.0,5.0,1,1,19,0.754189944
80,20,0,10.0,5.0,1,1,20,0.754189944
90,22,0,10.0,5.0,1,0,0,0.756882255
90,22,0,10.0,5.0,1,0,1,0.756882255
90,22,0,10.0,5.0,1,0,2,1.0
90,22,0,10.0,5.0,1,0,3,1.0
90,22,0,10.0,5.0,1,0,4,1.0
90,22,0,10.0,5.0,1,0,5,1.0
90,22,0,10.0,5.0,1,0,6,1.0
90,22,0,10.0,5.0,1,0,7,1.0
90,22,0,10.0,5.0,1,0,8,1.0
90,22,0,10.0,5.0,1,0,9,1.0
90,22,0,10.0,5.0,1,0,10,1.0
90,22,0,10.0,5.0,1,0,11,1.0
90,22,0,10.0,5.0,1,0,12,1.0
90,22,0,10.0,5.0,1,0,13,1.0
90,22,0,10.0,5.0,1,0,14,1.0
90,22,0,10.0,5.0,1,0,15,1.0
90,22,0,10.0,5.0,1,0,16,1.0
90,22,0,10.0,5.0,1,0,17,1.0
90,22,0,10.0,5.0,1,0,18,1.0
90,22,0,10.0,5.0,1,0,19,1.0
90,22,0,10.0,5.0,1,0,20,1.0
90,22,0,10.0,5.0,1,0,21,1.0
90,22,0,10.0,5.0,1,0,22,1.0
90,22,0,10.0,5.0,1,1,0,0.756882255
90,22,0,10.0,5.0,1,1,1,0.756882255
90,22,0,10.0,5.0,1,1,2,0.756882255
90,22,0,10.0,5.0,1,1,3,0.756882255
90,22,0,10.0,5.0,1,1,4,0.756882255
90,22,0,10.0,5.0,1,1,5,0.756882255
90,22,0,10.0,5.0,1,1,6,0.756882255
90,22,0,10.0,5.0,1,1,7,0.756882255
90,22,0,10.0,5.0,1,1,8,0.756882255
90,22,0,10.0,5.0,1,1,9,0.756882255
90,22,0,10.0,5.0,1,1,10,0.756882255
90,22,0,10.0,5.0,1,1,11,0.756882255
90,22,0,10.0,5.0,1,1,12,0.756882255
90,22,0,10.0,5.0,1,1,13,0.756882255
90,22,0,10.0,5.0,1,1,14,0.756882255
90,22,0,10.0,5.0,1,1,15,0.756882255
90,22,0,10.0,5.0,1,1,16,0.756882255
90,22,0,10.0,5.0,1,1,17,0.756882255
90,22,0,10.0,5.0,1,1,18,0.756882255
90,22,0,10.0,5.0,1,1,19,0.756882255
90,22,0,10.0,5.0,1,1,20,0.756882255
90,22,0,10.0,5.0,1,1,21,0.756882255
90,22,0,10.0,5.0,1,1,22,0.756882255
100,25,0,10.0,5.0,1,0,0,0.753348214
100,25,0,10.0,5.0,1,0,1,0.753348214
100,25,0,10.0,5.0,1,0,2,1.0
100,25,0,10.0,5.0,1,0,3,1.0
100,25,0,10.0,5.0,1,0,4,1.0
100,25,0,10.0,5.0,1,0,5,1.0
100,25,0,10.0,5.0,1,0,6,1.0
100,25,0,10.0,5.0,1,0,7,1.0
100,25,0,10.0,5.0,1,0,8,1.0
100,25,0,10.0,5.0,1,0,9,1.0
100,25,0,10.0,5.0,1,0,10,1.0
100,25,0,10.0,5.0,1,0,11,1.0
100,25,0,10.0,5.0,1,0,12,1.0
100,25,0,10.0,5.0,1,0,13,1.0
100,25,0,10.0,5.0,1,0,14,1.0
100,25,0,10.0,5.0,1,0,15,1.0
100,25,0,10.0,5.0,1,0,16,1.0
100,25,0,10.0,5.0,1,0,17,1.0
100,25,0,10.0,5.0,1,0,18,1.0
100,25,0,10.0,5.0,1,0,19,1.0
100,25,0,10.0,5.0,1,0,20,1.0
100,25,0,10.0,5.0,1,0,21,1.0
100,25,0,10.0,5.0,1,0,22,1.0
100,25,0,10.0,5.0,1,0,23,1.0
100,25,0,10.0,5.0,1,0,24,1.0
100,25,0,10.0,5.0,1,0,25,1.0
100,25,0,10.0,5.0,1,1,0,0.753348214
100,25,0,10.0,5.0,1,1,1,0.753348214
100,25,0,10.0,5.0,1,1,2,0.753348214
100,25,0,10.0,5.0,1,1,3,0.753348214
100,25,0,10.0,5.0,1,1,4,0.753348214
100,25,0,10.0,5.0,1,1,5,0.753348214
100,25,0,10.0,5.0,1,1,6,0.753348214
100,25,0,10.0,5.0,1,1,7,0.753348214
100,25,0,10.0,5.0,1,1,8,0.753348214
100,25,0,10.0,5.0,1,1,9,0.753348214
100,25,0,10.0,5.0,1,1,10,0.753348214
100,25,0,10.0,5.0,1,1,11,0.753348214
100,25,0,10.0,5.0,1,1,12,0.753348214
100,25,0,10.0,5.0,1,1,13,0.753348214
100,25,0,10.0,5.0,1,1,14,0.753348214
100,25,0,10.0,5.0,1,1,15,0.753348214
100,25,0,10.0,5.0,1,1,16,0.753348214
100,25,0,10.0,5.0,1,1,17,0.753348214
100,25,0,10.0,5.0,1,1,18,0.753348214
100,25,0,10.0,5.0,1,1,19,0.753348214
100,25,0,10.0,5.0,1,1,20,0.753348214
100,25,0,10.0,5.0,1,1,21,0.753348214
100,25,0,10.0,5.0,1,1,22,0.753348214
100,25,0,10.0,5.0,1,1,23,0.753348214
100,25,0,10.0,5.0,1,1,24,0.753348214
100,25,0,10.0,5.0,1,1,25,0.753348214
10,2,1,10.0,5.0,1,0,0,0.819047619
10,2,1,10.0,5.0,1,0,1,0.819047619
10,2,1,10.0,5.0,1,0,2,1.0
10,2,1,10.0,5.0,1,1,0,0.819047619
10,2,1,10.0,5.0,1,1,1,0.819047619
10,2,1,10.0,5.0,1,1,2,0.819047619
20,5,2,10.0,5.0,1,0,0,0.767045455
20,5,2,10.0,5.0,1,0,1,0.767045455
20,5,2,10.0,5.0,1,0,2,1.0
20,5,2,10.0,5.0,1,0,3,1.0
20,5,2,10.0,5.0,1,0,4,1.0
20,5,2,10.0,5.0,1,0,5,1.0
20,5,2,10.0,5.0,1,1,0,0.767045455
20,5,2,10.0,5.0,1,1,1,0.767045455
20,5,2,10.0,5.0,1,1,2,0.767045455
20,5,2,10.0,5.0,1,1,3,0.767045455
20,5,2,10.0,5.0,1,1,4,0.767045455
20,5,2,10.0,5.0,1,1,5,0.767045455
30,7,3,10.0,5.0,1,0,0,0.771212121
30,7,3,10.0,5.0,1,0,1,0.771212121
30,7,3,10.0,5.0,1,0,2,1.0
30,7,3,10.0,5.0,1,0,3,1.0
30,7,3,10.0,5.0,1,0,4,1.0
30,7,3,10.0,5.0,1,0,5,1.0
30,7,3,10.0,5.0,1,0,6,1.0
30,7,3,10.0,5.0,1,0,7,1.0
30,7,3,10.0,5.0,1,1,0,0.771212121
30,7,3,10.0,5.0,1,1,1,0.771212121
30,7,3,10.0,5.0,1,1,2,0.771212121
30,7,3,10.0,5.0,1,1,3,0.771212121
30,7,3,10.0,5.0,1,1,4,0.771212121
30,7,3,10.0,5.0,1,1,5,0.771212121
30,7,3,10.0,5.0,1,1,6,0.771212121
30,7,3,10.0,5.0,1,1,7,0.771212121
40,10,4,10.0,5.0,1,0,0,0.758426966
40,10,4,10.0,5.0,1,0,1,0.758426966
40,10,4,10.0,5.0,1,0,2,1.0
40,10,4,10.0,5.0,1,0,3,1.0
40,10,4,10.0,5.0,1,0,4,1.0
40,10,4,10.0,5.0,1,0,5,1.0
40,10,4,10.0,5.0,1,0,6,1.0
40,10,4,10.0,5.0,1,0,7,1.0
40,10,4,10.0,5.0,1,0,8,1.0
40,10,4,10.0,5.0,1,0,9,1.0
40,10,4,10.0,5.0,1,0,10,1.0
40,10,4,10.0,5.0,1,1,0,0.758426966
40,10,4,10.0,5.0,1,1,1,0.758426966
40,10,4,10.0,5.0,1,1,2,0.758426966
40,10,4,10.0,5.0,1,1,3,0.758426966
40,10,4,10.0,5.0,1,1,4,0.758426966
40,10,4,10.0,5.0,1,1,5,0.758426966
40,10,4,10.0,5.0,1,1,6,0.758426966
40,10,4,10.0,5.0,1,1,7,0.758426966
40,10,4,10.0,5.0,1,1,8,0.758426966
40,10,4,10.0,5.0,1,1,9,0.758426966
40,10,4,10.0,5.0,1,1,10,0.758426966
50,12,5,10.0,5.0,1,0,0,0.762522523
50,12,5,10.0,5.0,1,0,1,0.762522523
50,12,5,10.0,5.0,1,0,2,1.0
50,12,5,10.0,5.0,1,0,3,1.0
50,12,5,10.0,5.0,1,0,4,1.0
50,12,5,10.0,5.0,1,0,5,1.0
50,12,5,10.0,5.0,1,0,6,1.0
50,12,5,10.0,5.0,1,0,7,1.0
50,12,5,10.0,5.0,1,0,8,1.0
50,12,5,10.0,5.0,1,0,9,1.0
50,12,5,10.0,5.0,1,0,10,1.0
50,12,5,10.0,5.0,1,0,11,1.0
50,12,5,10.0,5.0,1,0,12,1.0
50,12,5,10.0,5.0,1,1,0,0.762522523
50,12,5,10.0,5.0,1,1,1,0.762522523
50,12,5,10.0,5.0,1,1,2,0.762522523
50,12,5,10.0,5.0,1,1,3,0.762522523
50,12,5,10.0,5.0,1,1,4,0.762522523
50,12,5,10.0,5.0,1,1,5,0.762522523
50,12,5,10.0,5.0,1,1,6,0.762522523
50,12,5,10.0,5.0,1,1,7,0.762522523
50,12,5,10.0,5.0,1,1,8,0.762522523
50,12,5,10.0,5.0,1,1,9,0.762522523
50,12,5,10.0,5.0,1,1,10,0.762522523
50,12,5,10.0,5.0,1,1,11,0.762522523
50,12,5,10.0,5.0,1,1,12,0.762522523
60,15,6,10.0,5.0,1,0,0,0.755597015
60,15,6,10.0,5.0,1,0,1,0.755597015
60,15,6,10.0,5.0,1,0,2,1.0
60,15,6,10.0,5.0,1,0,3,1.0
60,15,6,10.0,5.0,1,0,4,1.0
60,15,6,10.0,5.0,1,0,5,1.0
60,15,6,10.0,5.0,1,0,6,1.0
60,15,6,10.0,5.0,1,0,7,1.0
60,15,6,10.0,5.0,1,0,8,1.0
60,15,6,10.0,5.0,1,0,9,1.0
60,15,6,10.0,5.0,1,0,10,1.0
60,15,6,10.0,5.0,1,0,11,1.0
60,15,6,10.0,5.0,1,0,12,1.0
60,15,6,10.0,5.0,1,0,13,1.0
60,15,6,10.0,5.0,1,0,14,1.0
60,15,6,10.0,5.0,1,0,15,1.0
60,15,6,10.0,5.0,1,1,0,0.755597015
60,15,6,10.0,5.0,1,1,1,0.755597015
60,15,6,10.0,5.0,1,1,2,0.755597015
60,15,6,10.0,5.0,1,1,3,0.755597015
60,15,6,10.0,5.0,1,1,4,0.755597015
60,15,6,10.0,5.0,1,1,5,0.755597015
60,15,6,10.0,5.0,1,1,6,0.755597015
60,15,6,10.0,5.0,1,1,7,0.755597015
60,15,6,10.0,5.0,1,1,8,0.755597015
60,15,6,10.0,5.0,1,1,9,0.755597015
60,15,6,10.0,5.0,1,1,10,0.755597015
60,15,6,10.0,5.0,1,1,11,0.755597015
60,15,6,10.0,5.0,1,1,12,0.755597015
60,15,6,10.0,5.0,1,1,13,0.755597015
60,15,6,10.0,5.0,1,1,14,0.755597015
60,15,6,10.0,5.0,1,1,15,0.755597015
70,17,7,10.0,5.0,1,0,0,0.758882784
70,17,7,10.0,5.0,1,0,1,0.758882784
70,17,7,10.0,5.0,1,0,2,1.0
70,17,7,10.0,5.0,1,0,3,1.0
70,17,7,10.0,5.0,1,0,4,1.0
70,17,7,10.0,5.0,1,0,5,1.0
70,17,7,10.0,5.0,1,0,6,1.0
70,17,7,10.0,5.0,1,0,7,1.0
70,17,7,10.0,5.0,1,0,8,1.0
70,17,7,10.0,5.0,1,0,9,1.0
70,17,7,10.0,5.0,1,0,10,1.0
70,17,7,10.0,5.0,1,0,11,1.0
70,17,7,10.0,5.0,1,0,12,1.0
70,17,7,10.0,5.0,1,0,13,1.0
70,17,7,10.0,5.0,1,0,14,1.0
70,17,7,10.0,5.0,1,0,15,1.0
70,17,7,10.0,5.0,1,0,16,1.0
70,17,7,10.0,5.0,1,0,17,1.0
70,17,7,10.0,5.0,1,1,0,0.758882784
70,17,7,10.0,5.0,1,1,1,0.758882784
70,17,7,10.0,5.0,1,1,2,0.758882784
70,17,7,10.0,5.0,1,1,3,0.758882784
70,17,7,10.0,5.0,1,1,4,0.758882784
70,17,7,10.0,5.0,1,1,5,0.758882784
70,17,7,10.0,5.0,1,1,6,0.758882784
70,17,7,10.0,5.0,1,1,7,0.758882784
70,17,7,10.0,5.0,1,1,8,0.758882784
70,17,7,10.0,5.0,1,1,9,0.758882784
70,17,7,10.0,5.0,1,1,10,0.758882784
70,17,7,10.0,5.0,1,1,11,0.758882784
70,17,7,10.0,5.0,1,1,12,0.758882784
70,17,7,10.0,5.0,1,1,13,0.758882784
70,17,7,10.0,5.0,1,1,14,0.758882784
70,17,7,10.0,5.0,1,1,15,0.758882784
70,17,7,10.0,5.0,1,1,16,0.758882784
70,17,7,10.0,5.0,1,1,17,0.758882784
80,20,8,10.0,5.0,1,0,0,0.754189944
80,20,8,10.0,5.0,1,0,1,0.754189944
80,20,8,10.0,5.0,1,0,2,1.0
80,20,8,10.0,5.0,1,0,3,1.0
80,20,8,10.0,5.0,1,0,4,1.0
80,20,8,10.0,5.0,1,0,5,1.0
80,20,8,10.0,5.0,1,0,6,1.0
80,20,8,10.0,5.0,1,0,7,1.0
80,20,8,10.0,5.0,1,0,8,1.0
80,20,8,10.0,5.0,1,0,9,1.0
80,20,8,10.0,5.0,1,0,10,1.0
80,20,8,10.0,5.0,1,0,11,1.0
80,20,8,10.0,5.0,1,0,12,1.0
80,20,8,10.0,5.0,1,0,13,1.0
80,20,8,10.0,5.0,1,0,14,1.0
80,20,8,10.0,5.0,1,0,15,1.0
80,20,8,10.0,5.0,1,0,16,1.0
80,20,8,10.0,5.0,1,0,17,1.0
80,20,8,10.0,5.0,1,0,18,1.0
80,20,8,10.0,5.0,1,0,19,1.0
80,20,8,10.0,5.0,1,0,20,1.0
80,20,8,10.0,5.0,1,1,0,0.754189944
80,20,8,10.0,5.0,1,1,1,0.754189944
80,20,8,10.0,5.0,1,1,2,0.754189944
80,20,8,10.0,5.0,1,1,3,0.754189944
80,20,8,10.0,5.0,1,1,4,0.754189944
80,20,8,10.0,5.0,1,1,5,0.754189944
80,20,8,10.0,5.0,1,1,6,0.754189944
80,20,8,10.0,5.0,1,1,7,0.754189944
80,20,8,10.0,5.0,1,1,8,0.754189944
80,20,8,10.0,5.0,1,1,9,0.754189944
80,20,8,10.0,5.0,1,1,10,0.754189944
80,20,8,10.0,5.0,1,1,11,0.754189944
80,20,8,10.0,5.0,1,1,12,0.754189944
80,20,8,10.0,5.0,1,1,13,0.754189944
80,20,8,10.0,5.0,1,1,14,0.754189944
80,20,8,10.0,5.0,1,1,15,0.754189944
80,20,8,10.0,5.0,1,1,16,0.754189944
80,20,8,10.0,5.0,1,1,17,0.754189944
80,20,8,10.0,5.0,1,1,18,0.754189944
80,20,8,10.0,5.0,1,1,19,0.754189944
80,20,8,10.0,5.0,1,1,20,0.754189944
90,22,9,10.0,5.0,1,0,0,0.756882255
90,22,9,10.0,5.0,1,0,1,0.756882255
90,22,9,10.0,5.0,1,0,2,1.0
90,22,9,10.0,5.0,1,0,3,1.0
90,22,9,10.0,5.0,1,0,4,1.0
90,22,9,10.0,5.0,1,0,5,1.0
90,22,9,10.0,5.0,1,0,6,1.0
90,22,9,10.0,5.0,1,0,7,1.0
90,22,9,10.0,5.0,1,0,8,1.0
90,22,9,10.0,5.0,1,0,9,1.0
90,22,9,10.0,5.0,1,0,10,1.0
90,22,9,10.0,5.0,1,0,11,1.0
90,22,9,10.0,5.0,1,0,12,1.0
90,22,9,10.0,5.0,1,0,13,1.0
90,22,9,10.0,5.0,1,0,14,1.0
90,22,9,10.0,5.0,1,0,15,1.0
90,22,9,10.0,5.0,1,0,16,1.0
90,22,9,10.0,5.0,1,0,17,1.0
90,22,9,10.0,5.0,1,0,18,1.0
90,22,9,10.0,5.0,1,0,19,1.0
90,22,9,10.0,5.0,1,0,20,1.0
90,22,9,10.0,5.0,1,0,21,1.0
90,22,9,10.0,5.0,1,0,22,1.0
90,22,9,10.0,5.0,1,1,0,0.756882255
90,22,9,10.0,5.0,1,1,1,0.756882255
90,22,9,10.0,5.0,1,1,2,0.756882255
90,22,9,10.0,5.0,1,1,3,0.756882255
90,22,9,10.0,5.0,1,1,4,0.756882255
90,22,9,10.0,5.0,1,1,5,0.756882255
90,22,9,10.0,5.0,1,1,6,0.756882255
90,22,9,10.0,5.0,1,1,7,0.756882255
90,22,9,10.0,5.0,1,1,8,0.756882255
90,22,9,10.0,5.0,1,1,9,0.756882255
90,22,9,10.0,5.0,1,1,10,0.756882255
90,22,9,10.0,5.0,1,1,11,0.756882255
90,22,9,10.0,5.0,1,1,12,0.756882255
90,22,9,10.0,5.0,1,1,13,0.756882255
90,22,9,10.0,5.0,1,1,14,0.756882255
90,22,9,10.0,5.0,1,1,15,0.756882255
90,22,9,10.0,5.0,1,1,16,0.756882255
90,22,9,10.0,5.0,1,1,17,0.756882255
90,22,9,10.0,5.0,1,1,18,0.756882255
90,22,9,10.0,5.0,1,1,19,0.756882255
90,22,9,10.0,5.0,1,1,20,0.756882255
90,22,9,10.0,5.0,1,1,21,0.756882255
90,22,9,10.0,5.0,1,1,22,0.756882255
100,25,10,10.0,5.0,1,0,0,0.753348214
100,25,10,10.0,5.0,1,0,1,0.753348214
100,25,10,10.0,5.0,1,0,2,1.0
100,25,10,10.0,5.0,1,0,3,1.0
100,25,10,10.0,5.0,1,0,4,1.0
100,25,10,10.0,5.0,1,0,5,1.0
100,25,10,10.0,5.0,1,0,6,1.0
100,25,10,10.0,5.0,1,0,7,1.0
100,25,10,10.0,5.0,1,0,8,1.0
100,25,10,10.0,5.0,1,0,9,1.0
100,25,10,10.0,5.0,1,0,10,1.0
100,25,10,10.0,5.0,1,0,11,1.0
100,25,10,10.0,5.0,1,0,12,1.0
100,25,10,10.0,5.0,1,0,13,1.0
100,25,10,10.0,5.0,1,0,14,1.0
100,25,10,10.0,5.0,1,0,15,1.0
100,25,10,10.0,5.0,1,0,16,1.0
100,25,10,10.0,5.0,1,0,17,1.0
100,25,10,10.0,5.0,1,0,18,1.0
100,25,10,10.0,5.0,1,0,19,1.0
100,25,10,10.0,5.0,1,0,20,1.0
100,25,10,10.0,5.0,1,0,21,1.0
100,25,10,10.0,5.0,1,0,22,1.0
100,25,10,10.0,5.0,1,0,23,1.0
100,25,10,10.0,5.0,1,0,24,1.0
100,25,10,10.0,5.0,1,0,25,1.0
100,25,10,10.0,5.0,1,1,0,0.753348214
